setName,cardNumber,cardName,rarity,pullRate,costPerPull,specificCardPullRate,isChase,isPromo,isPokemon,pokemonPopularity,priceOnRelease,ebaySoldVolumeFrom2026,ebay_listingCount,ebay_listingCount7d,ebay_listingCount30d,ebay_listingCount90d,ebay_medianPrice,ebay_meanPrice,ebay_minPrice,ebay_maxPrice,ebay_priceStdDev,ebay_priceP10,ebay_priceP25,ebay_priceP50,ebay_priceP75,ebay_priceP90,ebay_medianPrice7d,ebay_medianPrice30d,ebay_medianPrice90d,ebay_listingVelocity7d,ebay_listingVelocity30d,ebay_listingVelocity90d,ebay_recentListingRatio7d,ebay_recentListingRatio30d,ebay_recentListingRatio90d,ebay_medianListingAgeDays,ebay_meanListingAgeDays,ebay_marketIndex,ebay_marketStatus,ebay_mic_liquidityScore,ebay_mic_momentumScore,ebay_mic_stabilityScore,ebay_mic_freshnessScore
Astral Radiance,113,Origin Forme Dialga V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.7140000000000001,1.11,0,493,18,107,237,2.74,2.7904,0.99,5.92,0.9473,1.81,2.0,2.74,3.25,4.0,2.0,2.25,2.49,2.5714,3.5667,2.6333,0.0365,0.217,0.4807,98.5504,198.3884,44.63,Stable,59.95,30.32,66.05,21.7
Astral Radiance,117,Garchomp V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.726,0.93,2,606,34,124,273,2.445,2.4522,0.73,4.98,0.8094,1.49,1.99,2.445,2.99,3.49,2.295,2.5,2.49,4.8571,4.1333,3.0333,0.0561,0.2046,0.4505,107.1541,266.8679,49.46,Stable,64.4,42.17,66.99,20.46
Astral Radiance,133,Oranguru V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.371,0.71,0,730,33,144,307,1.99,2.2126,0.72,4.09,0.7769,1.2,1.69,1.99,2.73,3.007,1.99,1.99,1.99,4.7143,4.8,3.4111,0.0452,0.1973,0.4205,114.3373,281.8863,52.43,Stable,68.37,50.0,64.89,19.73
Astral Radiance,134,Wyrdeer V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.488,0.79,1,841,35,170,338,2.0,2.1754,0.72,4.19,0.7453,1.15,1.6,2.0,2.71,3.0,2.0,2.0,2.0,5.0,5.6667,3.7556,0.0416,0.2021,0.4019,121.6619,291.3865,54.03,Stable,72.8,50.0,65.74,20.21
Astral Radiance,133,Starmie V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.578,0.71,0,730,33,144,307,1.99,2.2126,0.72,4.09,0.7769,1.2,1.69,1.99,2.73,3.007,1.99,1.99,1.99,4.7143,4.8,3.4111,0.0452,0.1973,0.4205,114.3373,281.8863,52.43,Stable,68.37,50.0,64.89,19.73
Astral Radiance,143,Ice Rider Calyrex V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.34600000000000003,0.12,0,736,51,207,432,2.49,2.9781,0.99,6.0,1.4587,1.49,1.99,2.49,4.0,5.075,2.75,2.49,2.49,7.2857,6.9,4.8,0.0693,0.2812,0.587,65.6422,158.8206,58.44,Stable,81.61,60.44,51.02,28.12
Astral Radiance,163,Galarian Articuno V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.695,16.46,15,618,30,154,317,3.18,5.8445,0.99,16.0,4.8177,1.98,2.49,3.18,10.0,14.931,4.0,3.99,3.59,4.2857,5.1333,3.5222,0.0485,0.2492,0.5129,84.8397,225.9292,47.87,Stable,69.81,61.42,17.57,24.92
Astral Radiance,173,Shadow Rider Calyrex V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.34600000000000003,1.6,0,212,20,50,102,5.645,6.602,1.0,15.05,3.6936,2.49,3.9675,5.645,9.99,12.0,5.49,7.79,5.995,2.8571,1.6667,1.1333,0.0943,0.2358,0.4811,95.786,237.6561,35.27,Cooling,30.9,41.58,44.05,23.58
Astral Radiance,193,Galarian Zapdos V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.6609999999999999,9.86,4,343,25,80,156,12.0,11.1202,0.99,25.0,6.7688,1.9,3.0,12.0,16.395,19.99,14.47,13.945,14.0,3.5714,2.6667,1.7333,0.0729,0.2332,0.4548,104.9424,253.3459,43.1,Stable,48.68,53.36,39.13,23.32
Astral Radiance,203,Galarian Moltres V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.5670000000000001,3.68,2,627,50,174,334,4.99,10.2028,0.99,29.0,8.5075,1.99,2.86,4.99,18.32,21.994,15.495,13.68,7.99,7.1429,5.8,3.7111,0.0797,0.2775,0.5327,77.2363,226.3942,60.77,Rising,72.98,100.0,16.62,27.75
Astral Radiance,213,Zacian V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.606,5.33,1,308,20,68,149,1.99,2.0868,0.99,4.5,0.7752,1.0,1.49,1.99,2.56,2.99,2.0,1.99,2.0,2.8571,2.2667,1.6556,0.0649,0.2208,0.4838,97.1381,197.0019,45.4,Stable,44.73,50.0,62.85,22.08
Astral Radiance,223,Zamazenta V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.56,0.0,0,711,40,162,353,2.0,2.2342,0.99,4.89,0.8597,1.05,1.5,2.0,2.99,3.24,2.49,2.015,2.04,5.7143,5.4,3.9222,0.0563,0.2278,0.4965,90.6282,184.4293,60.27,Rising,72.64,72.06,61.52,22.78
Astral Radiance,233,Garchomp V,Holo Rare V,0.16666666666666666,1683.36,0.005952380952380952,False,False,True,0.726,0.0,0,493,31,107,244,2.49,2.4809,0.99,5.2,0.8462,1.49,1.99,2.49,2.99,3.49,2.5,2.57,2.5,4.4286,3.5667,2.7111,0.0629,0.217,0.4949,94.5653,224.4856,50.66,Stable,60.47,50.0,65.89,21.7
Astral Radiance,018,Hisuian Lilligant VSTAR,Holo Rare VSTAR,0.05555555555555555,1262.52,0.007936507936507936,False,False,True,0.621,1.3,2,411,13,61,151,2.95,2.8589,0.99,5.85,0.9363,1.79,2.0,2.95,3.49,4.0,2.69,2.99,2.89,1.8571,2.0333,1.6778,0.0316,0.1484,0.3674,146.2533,318.2817,42.03,Stable,42.29,43.08,67.25,14.84
Astral Radiance,040,Origin Forme Palkia VSTAR,Holo Rare VSTAR,0.05555555555555555,1262.52,0.007936507936507936,False,False,True,0.63,1.19,6,737,36,151,303,2.95,2.9063,0.99,5.95,1.0308,1.75,2.0,2.95,3.49,4.34,2.49,2.5,2.69,5.1429,5.0333,3.3667,0.0488,0.2049,0.4111,118.5256,240.3971,50.45,Stable,68.92,42.57,64.53,20.49
Astral Radiance,054,Hisuian Typhlosion VSTAR,Holo Rare VSTAR,0.05555555555555555,1262.52,0.007936507936507936,False,False,True,0.715,1.57,2,354,16,64,140,3.0,3.4223,0.99,6.89,1.1666,2.0,2.535,3.0,3.99,5.0,3.36,3.0,3.34,2.2857,2.1333,1.5556,0.0452,0.1808,0.3955,152.7178,317.9119,44.67,Stable,42.31,50.6,65.91,18.08
Astral Radiance,084,Hisuian Decidueye VSTAR,Holo Rare VSTAR,0.05555555555555555,1262.52,0.007936507936507936,False,False,True,0.738,1.19,3,473,20,80,189,2.71,2.7358,0.99,5.8,0.9877,1.5,1.99,2.71,3.16,4.0,2.495,2.5,2.5,2.8571,2.6667,2.1,0.0423,0.1691,0.3996,147.508,308.2241,46.53,Stable,51.41,49.8,63.9,16.91
Astral Radiance,099,Darkrai VSTAR,Holo Rare VSTAR,0.05555555555555555,1262.52,0.007936507936507936,False,False,True,0.726,1.39,21,747,39,153,322,3.0,3.3509,0.99,7.25,1.2084,2.0,2.49,3.0,3.99,5.0,3.0,3.0,3.0,5.5714,5.1,3.5778,0.0522,0.2048,0.4311,108.9938,253.0718,52.85,Stable,69.9,50.0,63.94,20.48
Astral Radiance,102,Hisuian Samurott VSTAR,Holo Rare VSTAR,0.05555555555555555,1262.52,0.007936507936507936,False,False,True,0.655,1.5,1,464,23,90,182,2.89,2.8906,0.72,5.95,1.0391,1.73,2.0,2.89,3.49,4.406,2.99,2.765,2.735,3.2857,3.0,2.0222,0.0496,0.194,0.3922,143.2953,319.5847,50.36,Stable,52.9,59.32,64.05,19.4
Astral Radiance,114,Origin Forme Dialga VSTAR,Holo Rare VSTAR,0.05555555555555555,1262.52,0.007936507936507936,False,False,True,0.7140000000000001,1.49,4,371,22,89,168,3.49,3.6888,0.99,7.5,1.2579,2.25,2.74,3.49,4.32,5.0,2.995,3.0,3.125,3.1429,2.9667,1.8667,0.0593,0.2399,0.4528,104.5246,210.4171,47.28,Stable,51.83,45.84,65.9,23.99
Astral Radiance,026,Heatran VMAX,Holo Rare VMAX,0.018867924528301886,2124.24,0.0047169811320754715,False,False,True,0.425,1.75,0,351,11,70,161,2.99,3.1491,0.99,6.0,1.0558,1.99,2.25,2.99,3.745,4.77,2.48,2.99,2.99,1.5714,2.3333,1.7889,0.0313,0.1994,0.4587,101.5511,273.8716,41.15,Stable,46.6,32.94,66.47,19.94
Astral Radiance,073,Machamp VMAX,Holo Rare VMAX,0.018867924528301886,2124.24,0.0047169811320754715,False,False,True,0.5660000000000001,4.66,11,317,24,85,180,7.95,8.1888,3.56,16.0,2.5561,5.654,6.0,7.95,9.5,11.99,7.99,7.35,7.975,3.4286,2.8333,2.0,0.0757,0.2681,0.5678,74.2732,193.2834,49.78,Stable,52.03,50.19,68.79,26.81
Astral Radiance,153,Ice Rider Calyrex VMAX,Holo Rare VMAX,0.018867924528301886,2124.24,0.0047169811320754715,False,False,True,0.34600000000000003,0.1,0,806,45,191,414,3.7,3.9222,0.99,8.25,1.77,1.98,2.5,3.7,5.0,6.295,4.0,3.99,3.99,6.4286,6.3667,4.6,0.0558,0.237,0.5136,83.2096,195.3672,54.56,Stable,79.23,50.25,54.87,23.7
Astral Radiance,183,Shadow Rider Calyrex VMAX,Holo Rare VMAX,0.018867924528301886,2124.24,0.0047169811320754715,False,False,True,0.34600000000000003,1.88,0,762,60,204,405,3.855,4.1051,0.99,9.97,2.0346,1.99,2.49,3.855,5.0,6.999,4.19,3.99,3.99,8.5714,6.8,4.5,0.0787,0.2677,0.5315,80.4171,209.0078,55.93,Stable,79.94,55.01,50.44,26.77
Astral Radiance,027,Radiant Heatran,Radiant Rare,0.05555555555555555,541.0799999999999,0.018518518518518517,False,False,True,0.425,0.44,0,921,56,260,501,1.99,2.1107,0.72,4.0,0.6922,1.0,1.75,1.99,2.49,2.99,1.99,1.99,1.99,8.0,8.6667,5.5667,0.0608,0.2823,0.544,75.0722,210.3835,60.64,Rising,88.5,50.0,67.21,28.23
Astral Radiance,046,Radiant Greninja,Radiant Rare,0.05555555555555555,541.0799999999999,0.018518518518518517,False,False,True,0.72,1.96,35,781,67,247,447,5.66,6.1663,1.5,12.84,2.1679,4.0,4.5,5.66,7.0,9.99,5.0,5.25,5.44,9.5714,8.2333,4.9667,0.0858,0.3163,0.5723,64.479,204.4689,57.42,Stable,85.17,41.91,64.84,31.63
Astral Radiance,081,Radiant Hawlucha,Radiant Rare,0.05555555555555555,541.0799999999999,0.018518518518518517,False,False,True,0.5920000000000001,0.47,3,919,57,239,465,2.0,2.2304,0.72,4.19,0.7519,1.25,1.79,2.0,2.795,3.0,1.99,2.0,2.0,8.1429,7.9667,5.1667,0.062,0.2601,0.506,87.5219,241.7203,58.85,Stable,85.12,49.5,66.29,26.01
Astral Radiance,160,Beedrill V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.595,2.96,4,97,10,28,60,5.99,6.1632,1.49,11.99,1.8442,4.49,4.99,5.99,7.0,8.7,4.99,5.645,5.99,1.4286,0.9333,0.6667,0.1031,0.2887,0.6186,57.5911,217.7278,32.96,Cooling,10.59,33.31,70.08,28.87
Astral Radiance,161,Beedrill V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.595,36.76,17,96,18,54,70,84.19,82.9143,3.5,185.0,32.5554,32.5,74.9675,84.19,99.9825,112.5,74.45,84.19,81.0,2.5714,1.8,0.7778,0.1875,0.5625,0.7292,22.6661,114.6237,43.34,Stable,24.58,41.91,60.74,56.25
Astral Radiance,162,Hisuian Lilligant V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.621,2.1,1,148,13,34,65,4.405,4.6203,1.45,9.54,1.4501,2.99,3.5,4.405,5.49,6.646,3.99,5.245,4.89,1.8571,1.1333,0.7222,0.0878,0.2297,0.4392,105.7589,296.7546,32.01,Cooling,14.06,31.6,68.61,22.97
Astral Radiance,163,Hisuian Lilligant V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.621,16.46,15,618,30,154,317,3.18,5.8445,0.99,16.0,4.8177,1.98,2.49,3.18,10.0,14.931,4.0,3.99,3.59,4.2857,5.1333,3.5222,0.0485,0.2492,0.5129,84.8397,225.9292,47.87,Stable,69.81,61.42,17.57,24.92
Astral Radiance,164,Virizion V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.5660000000000001,1.83,3,219,13,44,89,3.63,3.812,1.0,7.24,1.222,2.49,2.99,3.63,4.595,5.44,3.39,3.195,3.49,1.8571,1.4667,0.9889,0.0594,0.2009,0.4064,124.4591,323.8841,39.25,Cooling,25.01,47.13,67.94,20.09
Astral Radiance,165,Heatran V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.425,1.83,0,195,9,41,95,3.55,3.6781,1.78,7.22,1.217,2.15,2.99,3.55,4.0,5.264,3.0,3.32,3.5,1.2857,1.3667,1.0556,0.0462,0.2103,0.4872,94.4208,282.6742,35.79,Cooling,24.97,35.71,66.91,21.03
Astral Radiance,166,Starmie V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.578,2.7,1,74,4,22,43,5.87,5.8922,2.9,10.05,1.7636,3.666,4.3425,5.87,7.0,8.0,6.765,6.07,6.0,0.5714,0.7333,0.4778,0.0541,0.2973,0.5811,74.3656,280.6853,40.22,Stable,4.79,62.75,70.07,29.73
Astral Radiance,167,Origin Forme Palkia V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.63,59.89,30,127,20,62,94,102.99,114.3724,3.0,252.7,48.7764,77.394,90.0,102.99,135.0,172.188,113.86,103.24,101.495,2.8571,2.0667,1.0444,0.1575,0.4882,0.7402,30.6291,117.0024,49.88,Stable,33.32,62.18,57.35,48.82
Astral Radiance,168,Luxray V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.746,4.32,0,124,8,36,75,7.235,7.5131,4.0,15.0,2.0986,5.096,5.99,7.235,8.49,10.0,7.245,6.99,7.22,1.1429,1.2,0.8333,0.0645,0.2903,0.6048,69.7228,234.8956,40.56,Stable,17.46,50.35,72.07,29.03
Astral Radiance,169,Hisuian Typhlosion V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.715,4.94,8,140,13,38,70,7.015,7.4782,3.0,13.63,2.0701,5.048,6.0,7.015,8.0,10.0,6.99,6.995,6.99,1.8571,1.2667,0.7778,0.0929,0.2714,0.5,91.4721,234.8081,40.06,Stable,17.23,50.0,72.32,27.14
Astral Radiance,170,Jirachi V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.711,10.47,5,82,12,38,65,25.0,26.7326,4.99,50.0,8.0895,19.007,20.0,25.0,31.515,36.8,26.495,25.0,25.94,1.7143,1.2667,0.7222,0.1463,0.4634,0.7927,37.6439,78.3035,43.59,Stable,15.77,52.14,69.74,46.34
Astral Radiance,171,Machamp V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.5660000000000001,8.45,1,83,7,25,50,11.99,12.3896,5.6,25.0,3.5939,9.0,10.0,11.99,13.995,17.0,13.62,12.0,11.995,1.0,0.8333,0.5556,0.0843,0.3012,0.6024,58.7848,154.8028,41.44,Stable,7.19,63.55,70.99,30.12
Astral Radiance,172,Machamp V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,True,False,True,0.5660000000000001,140.01,22,119,17,53,88,225.0,235.9699,1.75,477.09,109.9543,73.198,200.0,225.0,254.0,425.998,217.55,219.05,223.435,2.4286,1.7667,0.9778,0.1429,0.4454,0.7395,34.8073,145.9694,42.38,Stable,28.59,47.37,53.4,44.54
Astral Radiance,173,Hisuian Decidueye V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.738,1.6,0,212,20,50,102,5.645,6.602,1.0,15.05,3.6936,2.49,3.9675,5.645,9.99,12.0,5.49,7.79,5.995,2.8571,1.6667,1.1333,0.0943,0.2358,0.4811,95.786,237.6561,35.27,Cooling,30.9,41.58,44.05,23.58
Astral Radiance,174,Hisuian Sneasler V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.502,3.87,0,114,6,31,59,6.99,7.0888,1.0,13.88,2.2321,4.99,5.435,6.99,8.0,10.169,5.94,6.99,6.99,0.8571,1.0333,0.6556,0.0526,0.2719,0.5175,86.5707,223.5989,33.18,Cooling,11.82,34.98,68.51,27.19
Astral Radiance,175,Hisuian Sneasler V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.502,23.81,6,90,10,33,52,40.405,42.9794,5.0,80.0,13.3085,30.0,34.9925,40.405,49.99,59.99,38.995,38.98,39.99,1.4286,1.1,0.5778,0.1111,0.3667,0.5778,55.1342,244.5963,38.67,Cooling,10.91,47.51,69.04,36.67
Astral Radiance,176,Hisuian Samurott V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.655,2.57,2,176,10,44,85,4.265,4.5021,1.79,9.0,1.407,3.0,3.49,4.265,5.0,6.0,5.345,4.375,4.24,1.4286,1.4667,0.9444,0.0568,0.25,0.483,97.4321,282.8698,48.67,Stable,23.66,76.06,68.75,25.0
Astral Radiance,177,Origin Forme Dialga V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.7140000000000001,49.36,15,168,24,65,104,76.495,80.3177,7.24,166.99,28.9621,55.0,65.955,76.495,93.1325,125.0,70.0,70.0,74.87,3.4286,2.1667,1.1556,0.1429,0.3869,0.619,54.1502,196.3059,44.67,Stable,36.97,43.5,63.94,38.69
Astral Radiance,178,Garchomp V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.726,6.46,4,121,13,46,74,11.0,11.5151,1.5,22.49,3.3311,7.99,9.5,11.0,13.49,15.65,11.6,11.3,10.995,1.8571,1.5333,0.8222,0.1074,0.3802,0.6116,65.8549,139.8085,45.1,Stable,22.11,55.5,71.07,38.02
Astral Radiance,179,Oranguru V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.371,2.14,0,208,14,48,92,3.5,3.6814,1.5,7.23,1.2247,2.301,2.6,3.5,4.49,5.0,2.495,3.0,3.13,2.0,1.6,1.0222,0.0673,0.2308,0.4423,119.3471,274.5432,35.09,Cooling,27.38,29.71,66.73,23.08
Astral Radiance,180,Wyrdeer V,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,True,0.488,2.01,1,202,10,42,86,3.77,3.924,1.75,7.5,1.3079,2.491,2.99,3.77,4.49,5.99,3.485,3.495,3.655,1.4286,1.4,0.9556,0.0495,0.2079,0.4257,113.0499,241.2166,37.91,Cooling,22.71,45.35,66.67,20.79
Astral Radiance,181,Adaman,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,3.03,0,134,11,41,75,5.27,5.7609,2.0,10.0,1.7998,3.99,4.21,5.27,6.99,8.32,5.0,5.49,5.21,1.5714,1.3667,0.8333,0.0821,0.306,0.5597,66.9109,230.7321,39.58,Cooling,19.74,45.97,68.76,30.6
Astral Radiance,182,Choy,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,1.28,0,243,16,57,105,3.0,3.2296,0.99,6.39,1.1396,1.99,2.33,3.0,3.99,4.99,3.085,2.99,2.99,2.2857,1.9,1.1667,0.0658,0.2346,0.4321,120.521,286.2638,43.91,Stable,34.41,53.18,64.71,23.46
Astral Radiance,183,Cyllene,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,1.88,0,762,60,204,405,3.855,4.1051,0.99,9.97,2.0346,1.99,2.49,3.855,5.0,6.999,4.19,3.99,3.99,8.5714,6.8,4.5,0.0787,0.2677,0.5315,80.4171,209.0078,55.93,Stable,79.94,55.01,50.44,26.77
Astral Radiance,184,Gardenia's Vigor,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,6.76,1,149,9,33,66,10.2,11.7717,2.59,23.21,4.1123,7.998,8.99,10.2,13.49,18.92,9.99,10.0,10.0,1.2857,1.1,0.7333,0.0604,0.2215,0.443,106.8673,304.1413,36.7,Cooling,14.29,49.9,65.07,22.15
Astral Radiance,185,Grant,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,1.37,1,224,12,52,102,3.47,3.5437,1.0,7.11,1.2353,2.15,2.57,3.47,4.0,5.45,2.44,2.99,2.995,1.7143,1.7333,1.1333,0.0536,0.2321,0.4554,113.6433,272.0201,36.63,Cooling,31.74,31.47,65.14,23.21
Astral Radiance,186,Irida,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,7.86,5,154,10,31,57,15.06,17.5203,8.79,36.26,7.4926,10.0,11.355,15.06,20.0,30.0,11.075,12.0,12.0,1.4286,1.0333,0.6333,0.0649,0.2013,0.3701,152.4668,337.1901,31.52,Cooling,11.18,42.29,57.23,20.13
Astral Radiance,187,Kamado,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,1.46,0,172,10,30,69,3.215,3.4217,1.0,6.99,1.1798,2.0,2.5,3.215,4.0,4.99,2.99,3.0,2.99,1.4286,1.0,0.7667,0.0581,0.1744,0.4012,123.6299,313.2121,35.75,Cooling,13.85,50.0,65.52,17.44
Astral Radiance,188,Roxanne,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,4.54,0,156,9,40,76,7.99,8.6047,3.85,17.99,2.9273,5.715,6.0,7.99,10.0,13.26,6.5,7.065,7.0,1.2857,1.3333,0.8444,0.0577,0.2564,0.4872,100.6614,252.2641,37.06,Cooling,19.6,42.86,65.98,25.64
Astral Radiance,189,Zisu,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,1.44,1,827,64,214,464,1.98,1.8834,0.72,3.97,0.6685,0.99,1.45,1.98,2.01,2.92,1.95,1.89,1.99,9.1429,7.1333,5.1556,0.0774,0.2588,0.5611,71.4454,261.1413,57.47,Stable,83.32,47.99,64.51,25.88
Astral Radiance,243,Allister,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Data,0.0,50.0,0.0,0.0
Astral Radiance,253,Bea,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,0.0,0,117,8,38,64,7.92,7.9272,1.99,14.99,2.3067,5.384,6.0,7.92,9.63,10.99,6.495,6.97,7.0,1.1429,1.2667,0.7111,0.0684,0.3248,0.547,76.4819,261.8434,38.19,Cooling,15.59,42.79,70.9,32.48
Astral Radiance,263,Melony,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,0.0,0,34,1,4,10,7.675,7.8821,3.0,13.0,2.6568,4.892,5.6175,7.675,9.99,11.693,4.85,5.525,6.35,0.1429,0.1333,0.1111,0.0294,0.1176,0.2941,228.4569,573.1648,23.63,Illiquid,0.37,26.38,66.29,11.76
Astral Radiance,273,Milo,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,0.0,0,4,0,2,3,2.44,2.47,1.0,4.0,1.3078,1.264,1.66,2.44,3.25,3.7,0.0,3.5,3.0,0.0,0.0667,0.0333,0.0,0.5,0.75,45.8361,53.4712,28.89,Cooling,0.25,31.33,47.05,50.0
Astral Radiance,283,Piers,Ultra Rare,0.027777777777777776,12625.199999999999,0.0007936507936507937,False,False,False,0.0,0.0,0,34,2,7,14,4.99,4.2332,0.99,8.2,2.0959,1.762,1.99,4.99,5.9525,6.7,4.49,1.99,2.99,0.2857,0.2333,0.1556,0.0588,0.2059,0.4118,122.6909,437.7785,44.38,Stable,0.55,100.0,50.49,20.59
Astral Radiance,190,Hisuian Lilligant VSTAR,Secret Rare,0.018867924528301886,15400.740000000002,0.0006506180871828236,False,False,True,0.621,6.28,0,145,9,29,64,8.99,9.4919,2.0,17.65,2.9436,6.12,7.28,8.99,10.94,13.776,9.99,9.4,9.06,1.2857,0.9667,0.7111,0.0621,0.2,0.4414,128.6042,273.5179,39.46,Cooling,11.94,60.26,68.99,20.0
Astral Radiance,191,Heatran VMAX,Secret Rare,0.018867924528301886,15400.740000000002,0.0006506180871828236,False,False,True,0.425,6.55,48,108,7,27,51,8.49,8.6508,3.45,17.65,2.4501,6.0,7.0,8.49,9.42,10.99,8.49,8.49,8.99,1.0,0.9,0.5667,0.0648,0.25,0.4722,100.6101,216.0385,35.12,Cooling,8.17,44.44,71.68,25.0
Astral Radiance,192,Origin Forme Palkia VSTAR,Secret Rare,0.018867924528301886,15400.740000000002,0.0006506180871828236,False,False,True,0.63,9.72,5,113,8,29,54,15.0,15.6195,1.6,30.0,6.2961,9.29,11.0,15.0,19.99,24.142,15.49,15.99,15.97,1.1429,0.9667,0.6,0.0708,0.2566,0.4779,93.6476,268.2439,34.05,Cooling,9.61,46.99,59.69,25.66
Astral Radiance,193,Hisuian Typhlosion VSTAR,Secret Rare,0.018867924528301886,15400.740000000002,0.0006506180871828236,False,False,True,0.715,9.86,4,343,25,80,156,12.0,11.1202,0.99,25.0,6.7688,1.9,3.0,12.0,16.395,19.99,14.47,13.945,14.0,3.5714,2.6667,1.7333,0.0729,0.2332,0.4548,104.9424,253.3459,43.1,Stable,48.68,53.36,39.13,23.32
Astral Radiance,194,Machamp VMAX,Secret Rare,0.018867924528301886,15400.740000000002,0.0006506180871828236,False,False,True,0.5660000000000001,10.68,5,93,5,31,60,18.99,18.4902,9.69,34.95,4.0952,13.992,15.0,18.99,20.0,23.954,19.99,18.25,18.97,0.7143,1.0333,0.6667,0.0538,0.3333,0.6452,64.9252,194.8148,42.46,Stable,12.03,55.38,77.85,33.33
Astral Radiance,195,Hisuian Decidueye VSTAR,Secret Rare,0.018867924528301886,15400.740000000002,0.0006506180871828236,False,False,True,0.738,6.58,2,151,13,40,76,8.95,9.0675,1.5,17.78,2.9108,5.99,7.47,8.95,10.0,12.95,7.99,8.8,8.855,1.8571,1.3333,0.8444,0.0861,0.2649,0.5033,88.2872,234.5761,36.83,Cooling,19.6,40.23,67.9,26.49
Astral Radiance,196,Kleavor VSTAR,Secret Rare,0.018867924528301886,15400.740000000002,0.0006506180871828236,False,False,True,0.5,6.74,0,96,10,20,38,9.995,10.7238,5.0,20.0,3.3239,7.96,8.5375,9.995,11.99,15.815,9.995,9.995,9.995,1.4286,0.6667,0.4222,0.1042,0.2083,0.3958,125.2952,286.6169,33.99,Cooling,3.4,50.0,69.0,20.83
